,datetime,team1,team2,team1_code,team2_code,round,score1,score2,adj_score1,adj_score2,chances1,chances2,moves1,moves2,group,matchday
178,2017-10-31 19:45:00+00:00,Sporting CP,Juventus,SCP,JUV,g,1,1,1.05,1.05,0.521,1.843,0.726,2.341,D,
179,2017-10-31 19:45:00+00:00,Paris Saint-Germain,Anderlecht,PSG,RSCA,g,5,0,5.007,0.0,2.31,0.157,3.013,0.549,B,
180,2017-10-31 19:45:00+00:00,Basel,CSKA Moscow,BAS,CSKA,g,1,2,1.05,2.1,0.9,1.183,0.98,1.5979999999999999,A,
181,2017-11-01 17:00:00+00:00,Besiktas,AS Monaco,BES,MON,g,1,1,1.05,1.05,1.222,1.146,1.461,1.052,G,
182,2017-11-01 19:45:00+00:00,Liverpool,NK Maribor,LIV,MAR,g,3,0,2.636,0.0,3.399,0.23500000000000001,4.374,0.333,E,
183,2017-11-01 19:45:00+00:00,Tottenham Hotspur,Real Madrid,TOT,MAD,g,3,1,3.15,1.05,2.2800000000000002,2.862,1.238,1.843,H,
184,2017-11-01 19:45:00+00:00,Napoli,Manchester City,NAP,MNC,g,2,4,2.1,3.675,1.778,1.6280000000000001,1.153,1.8399999999999999,F,
185,2017-11-01 19:45:00+00:00,Borussia Dortmund,Apoel Nicosia,DOR,NIC,g,1,1,1.05,1.05,2.359,0.578,3.372,0.312,H,
186,2017-11-01 19:45:00+00:00,Shakhtar Donetsk,Feyenoord,SHK,FEY,g,3,1,3.15,1.05,2.912,0.834,1.923,0.7000000000000001,F,
187,2017-11-01 19:45:00+00:00,FC Porto,RB Leipzig,POR,RBL,g,3,1,2.625,1.05,1.56,0.385,1.1219999999999999,0.562,G,
188,2017-11-01 19:45:00+00:00,Sevilla FC,Spartak Moscow,SEV,SPM,g,2,1,2.1,1.05,1.093,1.092,1.445,0.664,E,
189,2017-11-21 17:00:00+00:00,Besiktas,FC Porto,BES,POR,g,1,1,1.05,1.05,0.89,0.711,0.617,0.645,G,
190,2017-11-21 17:00:00+00:00,Spartak Moscow,NK Maribor,SPM,MAR,g,1,1,1.05,1.05,1.458,1.23,2.188,0.91,E,
191,2017-11-21 19:45:00+00:00,Apoel Nicosia,Real Madrid,NIC,MAD,g,0,6,0.0,6.3,0.41400000000000003,3.789,0.667,2.468,H,
192,2017-11-21 19:45:00+00:00,Manchester City,Feyenoord,MNC,FEY,g,1,0,1.05,0.0,1.271,0.258,2.106,0.359,F,
193,2017-11-21 19:45:00+00:00,Napoli,Shakhtar Donetsk,NAP,SHK,g,3,0,2.55,0.0,1.8559999999999999,0.464,1.24,1.311,F,
194,2017-11-21 19:45:00+00:00,Borussia Dortmund,Tottenham Hotspur,DOR,TOT,g,1,2,1.05,2.1,0.868,1.585,1.471,1.54,H,
195,2017-11-21 19:45:00+00:00,AS Monaco,RB Leipzig,MON,RBL,g,1,4,1.05,4.2,0.591,1.413,1.438,0.748,G,
196,2017-11-21 19:45:00+00:00,Sevilla FC,Liverpool,SEV,LIV,g,3,3,3.15,3.15,1.9689999999999999,3.076,1.085,0.986,E,
197,2017-11-22 17:00:00+00:00,CSKA Moscow,Benfica,CSKA,BEN,g,2,0,2.1,0.0,1.036,0.9560000000000001,1.315,1.272,A,
198,2017-11-22 17:00:00+00:00,FK Qarabag,Chelsea,QBG,CHE,g,0,4,0.0,3.016,0.259,3.737,0.224,2.127,C,
199,2017-11-22 19:45:00+00:00,Anderlecht,Bayern Munich,RSCA,BMU,g,1,2,1.05,2.1,1.799,2.636,1.316,1.483,B,
200,2017-11-22 19:45:00+00:00,Juventus,Barcelona,JUV,BAR,g,0,0,0.0,0.0,0.6000000000000001,0.511,1.2690000000000001,1.042,D,
201,2017-11-22 19:45:00+00:00,Atletico Madrid,AS Roma,ATL,ROM,g,2,0,1.5779999999999998,0.0,1.068,0.481,2.185,0.9530000000000001,C,
202,2017-11-22 19:45:00+00:00,Sporting CP,Olympiacos,SCP,OLY,g,3,1,3.15,1.05,1.4809999999999999,0.447,1.662,0.446,D,
203,2017-11-22 19:45:00+00:00,Paris Saint-Germain,Celtic,PSG,CEL,g,7,1,6.761,1.05,2.229,0.396,2.415,0.725,B,
204,2017-11-22 19:45:00+00:00,Basel,Manchester United,BAS,MAN,g,1,0,1.05,0.0,0.9590000000000001,1.3940000000000001,0.213,2.021,A,
205,2017-12-05 19:45:00+00:00,Chelsea,Atletico Madrid,CHE,ATL,g,1,1,1.05,1.05,2.847,0.921,2.46,0.915,C,
206,2017-12-05 19:45:00+00:00,Manchester United,CSKA Moscow,MAN,CSKA,g,2,1,2.1,1.05,2.268,0.857,1.9769999999999999,1.186,A,
207,2017-12-05 19:45:00+00:00,Celtic,Anderlecht,CEL,RSCA,g,0,1,0.0,1.05,0.732,0.787,1.189,0.8290000000000001,B,
208,2017-12-05 19:45:00+00:00,AS Roma,FK Qarabag,ROM,QBG,g,1,0,1.05,0.0,1.955,0.446,1.7530000000000001,0.14400000000000002,C,
209,2017-12-05 19:45:00+00:00,Barcelona,Sporting CP,BAR,SCP,g,2,0,1.5750000000000002,0.0,1.146,0.873,1.8,0.28,D,
210,2017-12-05 19:45:00+00:00,Bayern Munich,Paris Saint-Germain,BMU,PSG,g,3,1,3.15,1.05,1.79,1.6179999999999999,1.838,2.201,B,
211,2017-12-05 19:45:00+00:00,Olympiacos,Juventus,OLY,JUV,g,0,2,0.0,1.6019999999999999,0.845,1.211,0.499,1.3,D,
212,2017-12-05 19:45:00+00:00,Benfica,Basel,BEN,BAS,g,0,2,0.0,2.1,1.483,1.467,2.428,0.58,A,
213,2017-12-06 19:45:00+00:00,Liverpool,Spartak Moscow,LIV,SPM,g,7,0,6.823,0.0,4.197,0.63,2.266,1.099,E,
214,2017-12-06 19:45:00+00:00,Tottenham Hotspur,Apoel Nicosia,TOT,NIC,g,3,0,2.901,0.0,3.097,0.624,1.461,0.61,H,
215,2017-12-06 19:45:00+00:00,Real Madrid,Borussia Dortmund,MAD,DOR,g,3,2,3.15,2.1,3.023,2.208,3.187,1.49,H,
216,2017-12-06 19:45:00+00:00,NK Maribor,Sevilla FC,MAR,SEV,g,1,1,1.05,1.05,0.8169999999999991,1.65,0.555,2.3970000000000002,E,
217,2017-12-06 19:45:00+00:00,Shakhtar Donetsk,Manchester City,SHK,MNC,g,2,1,2.1,1.05,1.198,1.635,0.8210000000000001,2.2880000000000003,F,
218,2017-12-06 19:45:00+00:00,FC Porto,AS Monaco,POR,MON,g,5,2,4.793,2.1,1.642,1.63,1.488,0.841,G,
219,2017-12-06 19:45:00+00:00,Feyenoord,Napoli,FEY,NAP,g,2,1,2.1,1.05,0.446,1.309,0.771,1.029,F,
220,2017-12-06 19:45:00+00:00,RB Leipzig,Besiktas,RBL,BES,g,1,2,1.05,1.8900000000000001,2.248,2.232,3.151,1.565,G,
221,2018-02-13 19:45:00+00:00,Juventus,Tottenham Hotspur,JUV,TOT,k,2,2,2.1,2.1,2.531,1.341,1.303,1.461,,
222,2018-02-13 19:45:00+00:00,Basel,Manchester City,BAS,MNC,k,0,4,0.0,4.2,0.599,1.11,0.66,1.5270000000000001,,
223,2018-02-14 19:45:00+00:00,Real Madrid,Paris Saint-Germain,MAD,PSG,k,3,1,2.735,1.05,2.6109999999999998,1.204,1.305,1.449,,
224,2018-02-14 19:45:00+00:00,FC Porto,Liverpool,POR,LIV,k,0,5,0.0,4.864,0.538,2.857,0.833,1.483,,
225,2018-02-20 19:45:00+00:00,Chelsea,Barcelona,CHE,BAR,k,1,1,1.05,1.05,0.487,0.706,0.671,1.314,,
226,2018-02-20 19:45:00+00:00,Bayern Munich,Besiktas,BMU,BES,k,5,0,3.668,0.0,5.187,0.302,4.209,0.499,,
227,2018-02-21 19:45:00+00:00,Shakhtar Donetsk,AS Roma,SHK,ROM,k,2,1,2.1,1.05,1.237,1.294,1.45,1.458,,
228,2018-02-21 19:45:00+00:00,Sevilla FC,Manchester United,SEV,MAN,k,0,0,0.0,0.0,2.053,0.641,1.854,1.088,,
229,2018-03-06 19:45:00+00:00,Liverpool,FC Porto,LIV,POR,k,0,0,0.0,0.0,1.572,0.601,1.321,0.562,,
230,2018-03-06 19:45:00+00:00,Paris Saint-Germain,Real Madrid,PSG,MAD,k,1,2,1.05,1.8900000000000001,1.274,2.374,1.419,2.114,,
231,2018-03-07 19:45:00+00:00,Tottenham Hotspur,Juventus,TOT,JUV,k,1,2,1.05,2.1,1.846,1.433,2.909,0.466,,
232,2018-03-07 19:45:00+00:00,Manchester City,Basel,MNC,BAS,k,1,2,1.05,2.1,1.605,0.5730000000000001,1.491,0.664,,
233,2018-03-13 19:45:00+00:00,Manchester United,Sevilla FC,MAN,SEV,k,1,2,1.05,1.913,2.004,1.562,2.349,1.738,,
234,2018-03-13 19:45:00+00:00,AS Roma,Shakhtar Donetsk,ROM,SHK,k,1,0,1.05,0.0,0.512,0.197,0.653,0.918,,
235,2018-03-14 17:00:00+00:00,Besiktas,Bayern Munich,BES,BMU,k,1,3,1.05,2.8040000000000003,1.234,1.818,2.185,1.126,,
236,2018-03-14 19:45:00+00:00,Barcelona,Chelsea,BAR,CHE,k,3,0,3.15,0.0,0.806,0.651,1.553,1.389,,
237,2018-04-03 18:45:00+00:00,Juventus,Real Madrid,JUV,MAD,q,0,3,0.0,2.9130000000000003,1.546,3.253,1.843,2.492,,
238,2018-04-03 18:45:00+00:00,Sevilla FC,Bayern Munich,SEV,BMU,q,1,2,1.05,2.1,1.054,1.554,1.334,0.999,,
239,2018-04-04 18:45:00+00:00,Liverpool,Manchester City,LIV,MNC,q,3,0,3.15,0.0,1.675,0.661,0.884,1.524,,
240,2018-04-04 18:45:00+00:00,Barcelona,AS Roma,BAR,ROM,q,4,1,3.77,1.05,1.854,1.699,2.142,1.123,,
241,2018-04-10 18:45:00+00:00,Manchester City,Liverpool,MNC,LIV,q,1,2,1.05,2.1,1.393,0.775,2.15,1.338,,
242,2018-04-10 18:45:00+00:00,AS Roma,Barcelona,ROM,BAR,q,3,0,2.841,0.0,2.681,0.913,1.494,0.687,,
243,2018-04-11 18:45:00+00:00,Real Madrid,Juventus,MAD,JUV,q,1,3,0.84,3.15,3.7960000000000003,2.667,2.336,1.295,,
244,2018-04-11 18:45:00+00:00,Bayern Munich,Sevilla FC,BMU,SEV,q,0,0,0.0,0.0,1.333,0.44,1.585,1.473,,
245,2018-04-24 18:45:00+00:00,Liverpool,AS Roma,LIV,ROM,s,5,2,5.25,2.1,3.645,1.8130000000000002,2.284,1.685,,
246,2018-04-25 18:45:00+00:00,Bayern Munich,Real Madrid,BMU,MAD,s,1,2,1.05,2.1,2.739,0.739,2.519,1.028,,
247,2018-05-01 18:45:00+00:00,Real Madrid,Bayern Munich,MAD,BMU,s,2,2,2.1,2.1,2.095,4.17,1.333,3.274,,
248,2018-05-02 18:45:00+00:00,AS Roma,Liverpool,ROM,LIV,s,4,2,3.675,2.1,2.81,1.9260000000000002,2.67,1.43,,
249,2018-05-26 18:45:00+00:00,Real Madrid,Liverpool,MAD,LIV,f,3,1,2.816,1.05,2.136,1.831,1.097,1.159,,
250,2018-09-18 16:55:00+00:00,Internazionale,Tottenham Hotspur,INT,TOT,g,2,1,2.1,1.05,1.4,0.882,1.722,0.899,B,
251,2018-09-18 16:55:00+00:00,Barcelona,PSV,BAR,PSV,g,4,0,3.483,0.0,2.034,0.669,2.524,0.4,B,
252,2018-09-18 19:00:00+00:00,Club Brugge,Borussia Dortmund,CBKV,DOR,g,0,1,0.0,1.05,0.511,0.9460000000000001,0.833,1.726,A,
253,2018-09-18 19:00:00+00:00,Liverpool,Paris Saint-Germain,LIV,PSG,g,3,2,3.15,2.1,2.377,1.201,1.927,0.711,C,
254,2018-09-18 19:00:00+00:00,Schalke 04,FC Porto,SCH,POR,g,1,1,1.05,1.05,0.886,2.374,0.906,0.886,D,
255,2018-09-18 19:00:00+00:00,Galatasaray,Lokomotiv Moscow,GAL,LOK,g,3,0,2.625,0.0,1.7189999999999999,1.044,0.986,1.093,D,
256,2018-09-18 19:00:00+00:00,AS Monaco,Atletico Madrid,MON,ATL,g,1,2,1.05,2.1,0.7030000000000001,0.9399999999999991,0.7010000000000001,1.229,A,
257,2018-09-18 19:00:00+00:00,Red Star Belgrade,Napoli,RED,NAP,g,0,0,0.0,0.0,0.256,1.8010000000000002,0.232,1.451,C,
258,2018-09-19 16:55:00+00:00,Ajax,AEK Athens,AJX,AEK,g,3,0,2.461,0.0,1.7770000000000001,0.488,2.003,0.555,E,
259,2018-09-19 16:55:00+00:00,Shakhtar Donetsk,TSG Hoffenheim,SHK,HOF,g,2,2,2.1,2.1,0.561,1.803,1.303,1.053,F,
260,2018-09-19 19:00:00+00:00,Manchester City,Lyon,MNC,LYON,g,1,2,1.05,2.1,1.186,0.8320000000000001,3.637,0.429,F,
261,2018-09-19 19:00:00+00:00,Real Madrid,AS Roma,MAD,ROM,g,3,0,2.625,0.0,3.577,0.5659999999999991,3.7960000000000003,1.059,G,
262,2018-09-19 19:00:00+00:00,Valencia,Juventus,VAL,JUV,g,0,2,0.0,2.1,1.901,4.179,2.899,0.806,H,
263,2018-09-19 19:00:00+00:00,Young Boys,Manchester United,BSCY,MAN,g,0,3,0.0,3.15,1.468,2.179,1.216,1.313,H,
264,2018-09-19 19:00:00+00:00,Benfica,Bayern Munich,BEN,BMU,g,0,2,0.0,2.1,0.933,2.931,1.427,1.7770000000000001,E,
265,2018-09-19 19:00:00+00:00,Viktoria Plzen,CSKA Moscow,VPLZ,CSKA,g,2,2,2.1,2.1,0.998,1.474,1.039,1.6139999999999999,G,
266,2018-10-02 16:55:00+00:00,Juventus,Young Boys,JUV,BSCY,g,3,0,3.15,0.0,3.343,0.23600000000000002,1.615,0.668,H,
267,2018-10-02 16:55:00+00:00,TSG Hoffenheim,Manchester City,HOF,MNC,g,1,2,1.05,2.1,0.398,2.491,0.722,2.36,F,
268,2018-10-02 19:00:00+00:00,Manchester United,Valencia,MAN,VAL,g,0,0,0.0,0.0,0.969,0.438,1.716,1.317,H,
269,2018-10-02 19:00:00+00:00,AS Roma,Viktoria Plzen,ROM,VPLZ,g,5,0,4.659,0.0,2.604,0.328,1.928,0.612,G,
270,2018-10-02 19:00:00+00:00,Bayern Munich,Ajax,BMU,AJX,g,1,1,1.05,1.05,2.103,1.605,2.714,1.791,E,
271,2018-10-02 19:00:00+00:00,AEK Athens,Benfica,AEK,BEN,g,2,3,1.6800000000000002,3.15,2.519,1.218,1.142,0.71,E,
272,2018-10-02 19:00:00+00:00,CSKA Moscow,Real Madrid,CSKA,MAD,g,1,0,1.05,0.0,0.498,1.996,0.85,2.289,G,
273,2018-10-02 19:00:00+00:00,Lyon,Shakhtar Donetsk,LYON,SHK,g,2,2,2.1,2.1,2.352,1.09,1.6320000000000001,1.072,F,
274,2018-10-03 16:55:00+00:00,Lokomotiv Moscow,Schalke 04,LOK,SCH,g,0,1,0.0,1.05,0.804,1.255,0.6990000000000001,1.043,D,
275,2018-10-03 16:55:00+00:00,Paris Saint-Germain,Red Star Belgrade,PSG,RED,g,6,1,6.025,1.05,5.564,0.194,3.9530000000000003,0.155,C,
276,2018-10-03 19:00:00+00:00,Tottenham Hotspur,Barcelona,TOT,BAR,g,2,4,2.1,3.697,0.512,1.923,0.9540000000000001,2.149,B,
277,2018-10-03 19:00:00+00:00,Napoli,Liverpool,NAP,LIV,g,1,0,1.05,0.0,1.962,0.17300000000000001,1.148,0.708,C,
278,2018-10-03 19:00:00+00:00,Atletico Madrid,Club Brugge,ATL,CBKV,g,3,1,2.625,1.05,2.135,0.577,1.951,1.176,A,
279,2018-10-03 19:00:00+00:00,Borussia Dortmund,AS Monaco,DOR,MON,g,3,0,2.598,0.0,2.794,0.548,2.052,1.305,A,
280,2018-10-03 19:00:00+00:00,FC Porto,Galatasaray,POR,GAL,g,1,0,1.05,0.0,1.7469999999999999,1.936,1.28,1.411,D,
281,2018-10-03 19:00:00+00:00,PSV,Internazionale,PSV,INT,g,1,2,1.05,2.1,0.753,2.694,1.407,2.196,B,
282,2018-10-23 16:55:00+00:00,Young Boys,Valencia,BSCY,VAL,g,1,1,1.05,1.05,1.928,0.556,1.6440000000000001,1.738,H,
283,2018-10-23 16:55:00+00:00,AEK Athens,Bayern Munich,AEK,BMU,g,0,2,0.0,2.1,0.291,2.46,0.556,2.752,E,
284,2018-10-23 19:00:00+00:00,Manchester United,Juventus,MAN,JUV,g,0,1,0.0,1.05,0.253,1.566,1.236,1.679,H,
285,2018-10-23 19:00:00+00:00,Ajax,Benfica,AJX,BEN,g,1,0,1.05,0.0,1.488,0.64,1.234,1.24,E,
286,2018-10-23 19:00:00+00:00,AS Roma,CSKA Moscow,ROM,CSKA,g,3,0,3.15,0.0,2.156,0.726,2.267,1.31,G,
287,2018-10-23 19:00:00+00:00,Real Madrid,Viktoria Plzen,MAD,VPLZ,g,2,1,2.1,1.05,2.95,1.5230000000000001,4.144,0.5649999999999991,G,
288,2018-10-23 19:00:00+00:00,Shakhtar Donetsk,Manchester City,SHK,MNC,g,0,3,0.0,3.15,1.227,2.6630000000000003,1.12,2.11,F,
289,2018-10-23 19:00:00+00:00,TSG Hoffenheim,Lyon,HOF,LYON,g,3,3,3.15,3.15,4.072,1.48,2.83,1.004,F,
290,2018-10-24 16:55:00+00:00,Club Brugge,AS Monaco,CBKV,MON,g,1,1,1.05,1.05,1.549,0.444,1.824,1.187,A,
291,2018-10-24 16:55:00+00:00,PSV,Tottenham Hotspur,PSV,TOT,g,2,2,1.8900000000000001,2.1,0.982,2.539,0.496,1.947,B,
292,2018-10-24 19:00:00+00:00,Liverpool,Red Star Belgrade,LIV,RED,g,4,0,3.963,0.0,4.926,0.528,2.556,0.617,C,
293,2018-10-24 19:00:00+00:00,Barcelona,Internazionale,BAR,INT,g,2,0,1.7690000000000001,0.0,2.365,1.199,2.515,0.81,B,
294,2018-10-24 19:00:00+00:00,Borussia Dortmund,Atletico Madrid,DOR,ATL,g,4,0,3.311,0.0,2.004,0.591,1.254,2.1,A,
295,2018-10-24 19:00:00+00:00,Galatasaray,Schalke 04,GAL,SCH,g,0,0,0.0,0.0,0.559,2.206,0.47700000000000004,1.744,D,
296,2018-10-24 19:00:00+00:00,Lokomotiv Moscow,FC Porto,LOK,POR,g,1,3,1.05,3.15,2.3529999999999998,1.335,1.05,1.395,D,
297,2018-10-24 19:00:00+00:00,Paris Saint-Germain,Napoli,PSG,NAP,g,2,2,2.1,2.1,1.16,1.545,1.638,1.119,C,
298,2018-11-06 17:55:00+00:00,AS Monaco,Club Brugge,MON,CBKV,g,0,4,0.0,3.815,1.179,1.5710000000000002,1.1360000000000001,0.073,A,
299,2018-11-06 17:55:00+00:00,Red Star Belgrade,Liverpool,RED,LIV,g,2,0,2.1,0.0,0.782,2.492,0.672,2.66,C,
300,2018-11-06 20:00:00+00:00,Tottenham Hotspur,PSV,TOT,PSV,g,2,1,2.1,1.05,3.711,0.625,3.449,0.964,B,
301,2018-11-06 20:00:00+00:00,Internazionale,Barcelona,INT,BAR,g,1,1,1.05,1.05,1.161,1.824,1.079,1.376,B,
302,2018-11-06 20:00:00+00:00,Napoli,Paris Saint-Germain,NAP,PSG,g,1,1,1.05,1.05,2.1390000000000002,1.411,1.443,1.685,C,
303,2018-11-06 20:00:00+00:00,Atletico Madrid,Borussia Dortmund,ATL,DOR,g,2,0,1.8559999999999999,0.0,2.149,0.522,1.145,1.075,A,
304,2018-11-06 20:00:00+00:00,Schalke 04,Galatasaray,SCH,GAL,g,2,0,2.1,0.0,1.572,0.641,0.9399999999999991,0.443,D,
305,2018-11-06 20:00:00+00:00,FC Porto,Lokomotiv Moscow,POR,LOK,g,4,1,3.675,1.05,1.371,0.6929999999999991,1.392,1.923,D,
306,2018-11-07 20:00:00+00:00,Manchester City,Shakhtar Donetsk,MNC,SHK,g,6,0,5.3870000000000005,0.0,3.098,0.333,1.453,0.41000000000000003,F,
307,2018-11-07 20:00:00+00:00,Juventus,Manchester United,JUV,MAN,g,1,2,1.05,2.1,2.416,0.643,2.654,1.086,H,
308,2018-11-07 20:00:00+00:00,Bayern Munich,AEK Athens,BMU,AEK,g,2,0,2.077,0.0,2.784,0.434,2.133,0.34500000000000003,E,
309,2018-11-07 20:00:00+00:00,Benfica,Ajax,BEN,AJX,g,1,1,1.05,1.05,1.4100000000000001,1.217,1.506,0.839,E,
310,2018-11-07 20:00:00+00:00,Lyon,TSG Hoffenheim,LYON,HOF,g,2,2,2.1,2.1,2.827,1.824,1.943,2.119,F,
311,2018-11-07 20:00:00+00:00,Viktoria Plzen,Real Madrid,VPLZ,MAD,g,0,5,0.0,5.25,0.448,1.695,1.156,2.545,G,
312,2018-11-08 01:55:00+00:00,Valencia,Young Boys,VAL,BSCY,g,3,1,3.15,1.05,1.741,0.764,1.107,0.869,H,
313,2018-11-08 01:55:00+00:00,CSKA Moscow,AS Roma,CSKA,ROM,g,1,2,1.05,1.8900000000000001,1.103,2.207,0.788,1.709,G,
314,2018-11-27 17:55:00+00:00,AEK Athens,Ajax,AEK,AJX,g,0,2,0.0,1.645,0.373,2.026,0.5629999999999991,1.528,E,
315,2018-11-27 17:55:00+00:00,CSKA Moscow,Viktoria Plzen,CSKA,VPLZ,g,1,2,1.05,2.1,1.994,2.396,1.424,1.54,G,
316,2018-11-27 20:00:00+00:00,Manchester United,Young Boys,MAN,BSCY,g,1,0,1.05,0.0,1.379,0.638,2.08,0.666,H,
317,2018-11-27 20:00:00+00:00,AS Roma,Real Madrid,ROM,MAD,g,0,2,0.0,2.1,2.274,1.8679999999999999,1.562,2.347,G,
318,2018-11-27 20:00:00+00:00,Juventus,Valencia,JUV,VAL,g,1,0,1.05,0.0,1.6139999999999999,0.37,1.979,0.904,H,
319,2018-11-27 20:00:00+00:00,Bayern Munich,Benfica,BMU,BEN,g,5,1,5.093,1.05,2.092,0.432,1.7389999999999999,0.441,E,
320,2018-11-27 20:00:00+00:00,Lyon,Manchester City,LYON,MNC,g,2,2,2.1,2.1,2.036,1.075,0.848,2.565,F,
321,2018-11-27 20:00:00+00:00,TSG Hoffenheim,Shakhtar Donetsk,HOF,SHK,g,2,3,2.1,2.94,1.173,1.488,1.461,1.238,F,
322,2018-11-28 17:55:00+00:00,Atletico Madrid,AS Monaco,ATL,MON,g,2,0,2.1,0.0,1.052,1.651,1.517,1.008,A,
323,2018-11-28 17:55:00+00:00,Lokomotiv Moscow,Galatasaray,LOK,GAL,g,2,0,2.1,0.0,1.181,1.208,1.023,1.498,D,
324,2018-11-28 20:00:00+00:00,Tottenham Hotspur,Internazionale,TOT,INT,g,1,0,1.05,0.0,1.4889999999999999,0.9460000000000001,1.579,0.875,B,
325,2018-11-28 20:00:00+00:00,Napoli,Red Star Belgrade,NAP,RED,g,3,1,3.15,1.05,2.487,0.609,3.464,0.592,C,
326,2018-11-28 20:00:00+00:00,Borussia Dortmund,Club Brugge,DOR,CBKV,g,0,0,0.0,0.0,1.255,0.271,2.182,0.647,A,
327,2018-11-28 20:00:00+00:00,FC Porto,Schalke 04,POR,SCH,g,3,1,2.625,1.05,1.362,0.898,1.56,0.577,D,
328,2018-11-28 20:00:00+00:00,Paris Saint-Germain,Liverpool,PSG,LIV,g,2,1,2.1,1.05,2.121,1.355,0.853,1.16,C,
329,2018-11-28 20:00:00+00:00,PSV,Barcelona,PSV,BAR,g,1,2,1.05,2.1,3.285,2.65,1.631,2.674,B,
330,2018-12-11 17:55:00+00:00,Schalke 04,Lokomotiv Moscow,SCH,LOK,g,1,0,1.05,0.0,1.994,0.629,2.031,0.41000000000000003,D,
331,2018-12-11 17:55:00+00:00,Galatasaray,FC Porto,GAL,POR,g,2,3,2.1,3.15,4.433,1.705,1.717,0.6919999999999991,D,
332,2018-12-11 20:00:00+00:00,Club Brugge,Atletico Madrid,CBKV,ATL,g,0,0,0.0,0.0,0.597,0.402,0.435,1.904,A,
333,2018-12-11 20:00:00+00:00,Liverpool,Napoli,LIV,NAP,g,1,0,1.05,0.0,3.193,1.272,3.367,1.142,C,
334,2018-12-11 20:00:00+00:00,Internazionale,PSV,INT,PSV,g,1,1,1.05,1.05,2.005,1.124,2.544,0.718,B,
335,2018-12-11 20:00:00+00:00,Barcelona,Tottenham Hotspur,BAR,TOT,g,1,1,1.05,1.05,1.385,2.585,1.403,1.6720000000000002,B,
336,2018-12-11 20:00:00+00:00,AS Monaco,Borussia Dortmund,MON,DOR,g,0,2,0.0,1.649,0.619,1.9649999999999999,0.532,2.457,A,
337,2018-12-11 20:00:00+00:00,Red Star Belgrade,Paris Saint-Germain,RED,PSG,g,1,4,1.05,3.588,0.47400000000000003,3.046,0.73,1.4020000000000001,C,
338,2018-12-12 17:55:00+00:00,Real Madrid,CSKA Moscow,MAD,CSKA,g,0,3,0.0,3.077,1.284,1.195,1.952,1.221,G,
339,2018-12-12 17:55:00+00:00,Viktoria Plzen,AS Roma,VPLZ,ROM,g,2,1,2.1,1.05,1.847,1.085,1.363,1.681,G,
340,2018-12-12 20:00:00+00:00,Manchester City,TSG Hoffenheim,MNC,HOF,g,2,1,2.1,1.05,4.036,1.451,2.839,1.107,F,
341,2018-12-12 20:00:00+00:00,Ajax,Bayern Munich,AJX,BMU,g,3,3,3.15,3.15,2.037,3.5460000000000003,1.834,1.43,E,
342,2018-12-12 20:00:00+00:00,Valencia,Manchester United,VAL,MAN,g,2,1,2.1,1.05,1.49,1.7189999999999999,1.572,1.663,H,
343,2018-12-12 20:00:00+00:00,Young Boys,Juventus,BSCY,JUV,g,2,1,2.1,1.05,1.231,1.924,0.583,2.947,H,
344,2018-12-12 20:00:00+00:00,Shakhtar Donetsk,Lyon,SHK,LYON,g,1,1,1.05,1.05,0.96,1.309,0.668,1.178,F,
345,2018-12-12 20:00:00+00:00,Benfica,AEK Athens,BEN,AEK,g,1,0,0.84,0.0,1.453,0.386,1.658,0.361,E,
346,2019-02-12 20:00:00+00:00,Manchester United,Paris Saint-Germain,MAN,PSG,k,0,2,0.0,2.1,0.34600000000000003,2.6390000000000002,0.995,1.182,,
347,2019-02-12 20:00:00+00:00,AS Roma,FC Porto,ROM,POR,k,2,1,2.1,1.05,1.082,0.525,1.391,1.059,,
348,2019-02-13 20:00:00+00:00,Tottenham Hotspur,Borussia Dortmund,TOT,DOR,k,3,0,3.15,0.0,2.328,0.29,1.143,0.976,,
349,2019-02-13 20:00:00+00:00,Ajax,Real Madrid,AJX,MAD,k,1,2,1.05,2.1,1.991,1.2730000000000001,2.165,1.059,,
350,2019-02-19 20:00:00+00:00,Liverpool,Bayern Munich,LIV,BMU,k,0,0,0.0,0.0,2.558,0.41600000000000004,2.877,0.679,,
351,2019-02-19 20:00:00+00:00,Lyon,Barcelona,LYON,BAR,k,0,0,0.0,0.0,0.303,2.253,0.9429999999999991,3.844,,
352,2019-02-20 20:00:00+00:00,Atletico Madrid,Juventus,ATL,JUV,k,2,0,2.1,0.0,1.597,0.792,1.359,1.213,,
353,2019-02-20 20:00:00+00:00,Schalke 04,Manchester City,SCH,MNC,k,2,3,2.1,3.15,1.758,1.895,0.791,2.581,,
354,2019-03-05 20:00:00+00:00,Real Madrid,Ajax,MAD,AJX,k,1,4,1.05,4.2,2.363,1.964,2.738,1.506,,
355,2019-03-05 20:00:00+00:00,Borussia Dortmund,Tottenham Hotspur,DOR,TOT,k,0,1,0.0,1.05,1.76,0.918,2.287,0.461,,
356,2019-03-06 20:00:00+00:00,FC Porto,AS Roma,POR,ROM,k,3,1,3.15,1.05,3.709,1.62,2.348,1.369,,
357,2019-03-06 20:00:00+00:00,Paris Saint-Germain,Manchester United,PSG,MAN,k,1,3,1.05,3.15,1.472,2.035,2.34,0.624,,
